"","Date","Species","notes","Site","Total_time","nFurSeals"
"2200","01/31/2020","FSWSCSES","","CCOE",NA,NA
"2201","01/31/2020","FSWSESCS","","CONW",NA,NA
"2202","02-01-20","","","GUES",NA,NA
"2203","01-02-20","FS","","BELL",NA,NA
"2204","02-02-20","FS","","COBA",NA,NA
"2205","02-02-20","","","HUNT",NA,NA
"2206","02-02-20","FSWS","6 WS present, at least 3 AFS","HYDR",NA,3
"2207","02-02-20","WSFS","","HYDS",NA,NA
"2208","01/16/2020","","","EIP1",NA,NA
"2209","01/16/2020","","","EIP3",NA,NA
"2210","01/18/2020","","","SHIL",NA,NA
"2211","01/17/2020","","","WILD",NA,NA
"2212","01/17/2020","","","WSAD",NA,NA
"2213","02-04-20","FS","","QTPN",NA,NA
"2214","02-04-20","FS","","QTPS",NA,NA
"2215","02-04-20","FS","AFS too numerous to count effectively","QTPM",NA,NA
"2216","02-04-20","FS","","QTPW",NA,NA
"2217","02-04-20","","","QTPX",NA,NA
"2218","02-07-20","FS","","ANVS",NA,NA
"2219","02-07-20","FS","","WERO",NA,NA
"2220","02-07-20","FS","hundreds of fur seals throughout island","GERL",NA,200
"2221","02-07-20","FS","","SEGI",NA,NA
"2222","12-04-11","",NA,"VAPO",NA,0
"2223","12-06-11","WS",NA,"MCPT",NA,NA
"2224","12-07-11","",NA,"BAIL",NA,NA
"2225","12-08-11","",NA,"ENTR",NA,NA
